h_idnumber,sum_head,sum_spouse,hsex,spsex,hyrbirth,heduc,spyrbirth,speduc,P1_2a,J4_1a,J5_3a,R2_1,Q2_5a,Q2_5b,Q4_1a,Q4_2a,Q4_3a,Q4_1b,Q4_2b,Q4_3b,S_1a,S_1b,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,class_mig
1_799_172,1,4,Male,Female,1966,No Schooling,1972,No Schooling,13,No,0,No,No,No,Almost every month,Almost every month,Almost every month,Almost every month,Almost every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,movers
1_799_174,2,2,Male,Female,1996,No Schooling,1985,Class I-IV (Incomplete PE),5,No,0,No,No,No,Almost every month,Only one or two months,Some months but not every month,Almost every month,Only one or two months,Only one or two months,Very much,Somewhat,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_177,4,8,Male,Female,1980,No Schooling,1987,Class I-IV (Incomplete PE),25,No,0,No,No,Yes,Only one or two months,Some months but not every month,Some months but not every month,Only one or two months,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Increase,Increase,Increase,non_movers
1_799_179,3,NA,Female,Male,1996,Class I-IV (Incomplete PE),1982,No Schooling,8,No,10,No,Yes,NA,Never,Some months but not every month,Never,NA,NA,NA,Very much,NA,Increase,Increase,Decrease,Increase,Increase,non_movers
1_799_181,4,NA,Female,Male,1990,No Schooling,1981,No Schooling,96,No,5,No,Yes,No,Never,Some months but not every month,Only one or two months,NA,NA,NA,Somewhat,NA,Decrease,Increase,Decrease,Increase,Decrease,non_movers
1_799_183,3,1,Male,Female,1990,No Schooling,1996,Class I-IV (Incomplete PE),14,No,0,No,No,No,Never,Only one or two months,Only one or two months,Never,Almost every month,Never,Very much,Somewhat,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_187,1,0,Male,Female,1980,SSC (Complete SE),1985,Class V (Complete PE),5,No,1,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Very much,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_189,0,6,Male,Female,1960,No Schooling,1962,No Schooling,5,No,2,No,No,No,Never,Never,Never,Never,Never,Never,Somewhat,Very much,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_191,4,1,Male,Female,1977,No Schooling,1981,Class I-IV (Incomplete PE),10,No,0,No,Yes,No,Only one or two months,Almost every month,Almost every month,Never,Almost every month,Never,Very much,Very much,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_194,11,16,Male,Female,1964,No Schooling,1972,No Schooling,24,No,0,No,Yes,Yes,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,No Change,Increase,No Change,Decrease,Increase,non_movers
1_799_196,8,10,Male,Female,1970,Class VI-IX (Incomplete SE),1980,Class V (Complete PE),6,No,5,No,No,No,Never,Never,Some months but not every month,Never,Never,Some months but not every month,Somewhat,Somewhat,Decrease,Decrease,Decrease,Decrease,Decrease,movers
1_799_199,NA,6,Male,Female,1976,SSC (Complete SE),1980,Class I-IV (Incomplete PE),30,No,0,No,No,No,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Somewhat,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_2,8,NA,Female,Male,1977,Class VI-IX (Incomplete SE),1969,Class VI-IX (Incomplete SE),20,Yes,2,No,No,NA,Never,Only one or two months,Never,NA,NA,NA,Very much,NA,Decrease,Increase,No Change,Increase,Decrease,non_movers
1_799_20,2,5,Male,Female,1942,No Schooling,1950,No Schooling,15,No,10,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,Decrease,Increase,Increase,No Change,No Change,non_movers
1_799_201,0,1,Male,Female,1989,No Schooling,1998,No Schooling,22,No,0,No,No,No,Some months but not every month,Only one or two months,Only one or two months,Some months but not every month,Only one or two months,Only one or two months,Very much,Very much,Increase,Decrease,Increase,Decrease,Increase,non_movers
1_799_204,NA,5,Male,Female,1950,No Schooling,1951,No Schooling,2,No,5,No,NA,Yes,NA,NA,NA,Only one or two months,Some months but not every month,Only one or two months,NA,Very much,Increase,Increase,Decrease,Increase,Decrease,non_movers
1_799_207,NA,5,Male,Female,1946,Class VI-IX (Incomplete SE),1959,Class I-IV (Incomplete PE),4,No,0,No,No,No,NA,NA,NA,Almost every month,Almost every month,Almost every month,NA,Very much,Increase,Decrease,Increase,Decrease,Increase,non_movers
1_799_209,4,5,Male,Female,1967,Class VI-IX (Incomplete SE),1972,Class I-IV (Incomplete PE),2,No,5,No,No,No,Some months but not every month,Some months but not every month,Only one or two months,Never,Some months but not every month,Never,Very much,Very much,Increase,Increase,Decrease,Increase,Decrease,movers
1_799_212,7,1,Male,Female,1967,No Schooling,1968,Class V (Complete PE),4,No,5,No,Yes,No,Only one or two months,Only one or two months,Never,Almost every month,Some months but not every month,Never,Very much,Somewhat,Increase,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_214,2,NA,Female,Male,1983,Class VI-IX (Incomplete SE),1980,Class VI-IX (Incomplete SE),2.5,No,2,No,No,NA,Almost every month,Almost every month,Some months but not every month,NA,NA,NA,Very much,NA,Increase,Increase,Decrease,No Change,Increase,non_movers
1_799_218,9,2,Male,Female,1965,No Schooling,1976,Class I-IV (Incomplete PE),10,No,2,No,No,No,Almost every month,Only one or two months,Only one or two months,Almost every month,Never,Never,Very much,Somewhat,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_22,NA,5,Male,Female,1973,No Schooling,1976,Class I-IV (Incomplete PE),7,No,3,No,No,No,NA,NA,NA,Never,Never,Never,NA,Very much,No Change,No Change,Increase,Increase,Increase,non_movers
1_799_220,3,4,Male,Female,1976,No Schooling,1986,Class I-IV (Incomplete PE),10,No,3,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,No Change,No Change,Increase,Increase,No Change,non_movers
1_799_222,0,3,Male,Female,1970,Class I-IV (Incomplete PE),1980,Class I-IV (Incomplete PE),42,No,1,No,No,No,Almost every month,Almost every month,Some months but not every month,Never,Only one or two months,Only one or two months,Very much,Somewhat,Increase,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_225,2,2,Male,Female,1964,No Schooling,1980,Class V (Complete PE),8,No,2,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,Increase,No Change,No Change,Increase,Increase,movers
1_799_227,2,9,Male,Female,1966,No Schooling,1978,Class I-IV (Incomplete PE),7,No,3,No,No,No,Never,Some months but not every month,Only one or two months,Never,Almost every month,Never,Somewhat,Very much,No Change,Increase,Decrease,Increase,Decrease,non_movers
1_799_230,2,2,Male,Female,1969,SSC (Complete SE),1979,Class VI-IX (Incomplete SE),9,No,0,No,No,No,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Somewhat,Somewhat,Increase,Decrease,Decrease,No Change,No Change,non_movers
1_799_233,NA,0,Male,Female,1977,No Schooling,1980,Class I-IV (Incomplete PE),10,Yes,5,No,NA,No,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Somewhat,Increase,Increase,Increase,Increase,Increase,movers
1_799_236,2,4,Male,Female,1949,No Schooling,1951,No Schooling,7,No,0,No,No,No,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_238,9,13,Male,Female,1963,No Schooling,1974,Class VI-IX (Incomplete SE),6,No,0,No,No,Yes,Never,Never,Never,Never,Some months but not every month,Never,Very much,Very much,Increase,Decrease,Increase,Increase,No Change,non_movers
1_799_241,2,1,Male,Female,1969,SSC (Complete SE),1984,Class VI-IX (Incomplete SE),25,No,0,No,No,No,Some months but not every month,Almost every month,Some months but not every month,Some months but not every month,Only one or two months,Some months but not every month,Very much,Very much,Increase,Increase,Increase,Increase,Increase,movers
1_799_244,7,5,Male,Female,1959,SSC (Complete SE),1965,Class I-IV (Incomplete PE),12,No,0,No,Yes,Yes,Some months but not every month,Some months but not every month,Only one or two months,Some months but not every month,Some months but not every month,Only one or two months,Very much,Very much,Increase,Decrease,Increase,Decrease,Increase,non_movers
1_799_246,NA,9,Male,Female,1971,Class I-IV (Incomplete PE),1980,Class I-IV (Incomplete PE),6,Yes,0,No,No,No,NA,NA,NA,Never,Some months but not every month,Some months but not every month,Very much,Very much,No Change,No Change,Increase,Increase,No Change,non_movers
1_799_248,9,9,Male,Male,1952,No Schooling,1962,No Schooling,27,No,98,No,No,No,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Somewhat,Somewhat,Increase,Increase,Increase,Decrease,Increase,non_movers
1_799_25,0,2,Male,Female,1980,No Schooling,1989,No Schooling,3,No,0,No,Yes,No,Some months but not every month,Some months but not every month,Almost every month,Only one or two months,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_252,0,0,Male,Female,1979,Class VI-IX (Incomplete SE),1989,Class I-IV (Incomplete PE),3,No,2,No,No,No,Only one or two months,Some months but not every month,Never,Almost every month,Some months but not every month,Never,Very much,Very much,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_253,NA,14,Male,Female,1984,Class VI-IX (Incomplete SE),1989,Class V (Complete PE),6,No,1,No,No,Yes,NA,NA,NA,Never,Some months but not every month,Never,NA,Somewhat,No Change,No Change,No Change,Increase,Decrease,movers
1_799_256,13,16,Male,Female,1957,No Schooling,1981,Class I-IV (Incomplete PE),3,No,5,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Somewhat,Increase,Decrease,No Change,Increase,Increase,non_movers
1_799_259,2,2,Male,Female,1940,Class I-IV (Incomplete PE),1945,No Schooling,2,No,3,No,No,No,Never,Almost every month,Some months but not every month,Only one or two months,Some months but not every month,Never,Very much,Somewhat,Decrease,Increase,Decrease,Decrease,Decrease,non_movers
1_799_261,2,1,Male,Female,1970,Class I-IV (Incomplete PE),1974,No Schooling,5,No,2,No,No,No,Some months but not every month,Almost every month,Almost every month,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Decrease,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_264,1,6,Male,Female,1993,Class I-IV (Incomplete PE),1998,Class I-IV (Incomplete PE),8,No,4,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,No Change,Increase,Increase,Increase,No Change,movers
1_799_266,9,NA,Male,NA,1967,No Schooling,NA,NA,6,No,4,Yes,No,NA,Never,Never,Never,NA,NA,NA,Very much,NA,Increase,Increase,Increase,No Change,Increase,non_movers
1_799_270,10,3,Male,Female,1946,No Schooling,1964,No Schooling,10,No,2,No,Yes,Yes,Some months but not every month,Some months but not every month,Almost every month,Some months but not every month,Some months but not every month,Almost every month,Somewhat,Somewhat,Increase,Decrease,Increase,Decrease,Increase,non_movers
1_799_272,6,2,Male,Female,1960,No Schooling,1968,Class V (Complete PE),9,No,2,No,No,No,Almost every month,Almost every month,Almost every month,Some months but not every month,Some months but not every month,Never,Very much,Very much,Increase,Increase,Increase,Increase,Decrease,movers
1_799_274,2,18,Male,Female,1963,No Schooling,1968,No Schooling,7,No,2,No,No,Yes,Only one or two months,Only one or two months,Only one or two months,Never,Some months but not every month,Some months but not every month,Very much,Somewhat,Decrease,Increase,Increase,Increase,Decrease,non_movers
1_799_277,2,4,Male,Female,1969,Class VI-IX (Incomplete SE),1979,Class V (Complete PE),8,No,4,No,No,No,Some months but not every month,Almost every month,Only one or two months,Never,Some months but not every month,Only one or two months,Very much,Somewhat,Decrease,Increase,Increase,Increase,Decrease,movers
1_799_279,0,6,Male,Female,1970,No Schooling,1982,Class I-IV (Incomplete PE),10,No,0,No,No,No,Some months but not every month,Almost every month,Some months but not every month,Only one or two months,Almost every month,Only one or two months,Very much,Somewhat,No Change,Increase,Decrease,Decrease,Increase,non_movers
1_799_28,4,11,Male,Female,1964,No Schooling,1970,Class I-IV (Incomplete PE),7,No,5,No,No,No,Some months but not every month,Almost every month,Never,Only one or two months,Some months but not every month,Never,Somewhat,Somewhat,Increase,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_282,1,5,Male,Female,1944,No Schooling,1967,No Schooling,8,No,0,No,No,No,Almost every month,Only one or two months,Some months but not every month,Never,Almost every month,Only one or two months,Very much,Very much,Increase,Increase,Increase,Decrease,Increase,non_movers
1_799_285,0,3,Male,Female,1988,Class VI-IX (Incomplete SE),1996,Class VI-IX (Incomplete SE),5,No,0,No,No,No,Only one or two months,Some months but not every month,Almost every month,Only one or two months,Only one or two months,Only one or two months,Somewhat,Very much,Increase,Increase,Decrease,Decrease,Increase,movers
1_799_287,2,NA,Female,Male,1969,Class I-IV (Incomplete PE),1961,No Schooling,24,No,3,No,No,NA,Only one or two months,Only one or two months,Never,NA,NA,NA,Somewhat,NA,No Change,Increase,Decrease,Decrease,Increase,non_movers
1_799_290,2,4,Female,Male,1990,College (11 and 12 grades),1975,University level,8,No,0,No,No,No,Almost every month,Almost every month,Only one or two months,Almost every month,Almost every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,movers
1_799_292,6,3,Male,Female,1965,Class I-IV (Incomplete PE),1976,No Schooling,20,No,1,No,Yes,No,Almost every month,Almost every month,Almost every month,Some months but not every month,Some months but not every month,Only one or two months,Somewhat,Very much,Increase,No Change,Decrease,Decrease,Increase,non_movers
1_799_295,0,0,Male,Female,1983,No Schooling,1984,No Schooling,15,No,0,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Somewhat,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_297,3,2,Male,Female,1947,Class VI-IX (Incomplete SE),1959,No Schooling,9,No,1,No,Yes,No,Never,Never,Never,Never,Some months but not every month,Never,Very much,Very much,Increase,No Change,Increase,Decrease,Increase,non_movers
1_799_30,7,7,Male,Female,1966,No Schooling,1968,No Schooling,9,No,1,No,No,No,Some months but not every month,Only one or two months,Never,Never,Some months but not every month,Never,Somewhat,Somewhat,Increase,Increase,Increase,Decrease,Decrease,non_movers
1_799_303,3,1,Male,Female,1948,Class I-IV (Incomplete PE),1952,No Schooling,6,No,2,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,No Change,No Change,No Change,Decrease,Increase,non_movers
1_799_305,2,NA,Female,Male,1984,Class I-IV (Incomplete PE),1991,No Schooling,5,No,2,No,No,NA,Never,Never,Never,NA,NA,NA,Very much,NA,No Change,No Change,No Change,Increase,No Change,non_movers
1_799_308,2,3,Male,Female,1984,Class I-IV (Incomplete PE),1990,Class V (Complete PE),16,No,1,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,No Change,Increase,Increase,No Change,Increase,movers
1_799_310,7,6,Male,Female,1971,Class VI-IX (Incomplete SE),1980,No Schooling,16,No,1,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,No Change,Increase,Increase,Increase,No Change,movers
1_799_313,4,NA,Female,Male,1984,Class VI-IX (Incomplete SE),1975,Class VI-IX (Incomplete SE),8,No,2,No,No,NA,Never,Almost every month,Never,NA,NA,NA,Somewhat,NA,Decrease,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_316,1,5,Male,Female,1965,No Schooling,1966,HSC (complete HSE),7,No,1,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_320,2,4,Male,Female,1966,Class VI-IX (Incomplete SE),1971,Class VI-IX (Incomplete SE),46,No,0,No,No,No,Never,Never,Never,Never,Never,Never,Somewhat,Somewhat,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_321,NA,19,Male,Female,1968,Class VI-IX (Incomplete SE),1988,Class VI-IX (Incomplete SE),1,NA,1,No,No,Yes,NA,NA,NA,Never,Some months but not every month,Some months but not every month,NA,Not at all,Increase,Decrease,Increase,Increase,Increase,movers
1_799_323,NA,11,Male,Female,1980,Class V (Complete PE),1984,Class VI-IX (Incomplete SE),1,No,1,No,Yes,No,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Very much,Increase,Decrease,Increase,Increase,Increase,non_movers
1_799_326,0,7,Male,Female,1970,No Schooling,1978,No Schooling,3,NA,0,Yes,Yes,Yes,Never,Some months but not every month,Only one or two months,Never,Almost every month,Only one or two months,Somewhat,Very much,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_329,3,5,Male,Female,1967,No Schooling,1963,No Schooling,4,No,0,No,No,No,Almost every month,Some months but not every month,Only one or two months,Only one or two months,Almost every month,Never,Somewhat,Somewhat,No Change,Decrease,Decrease,Increase,Increase,non_movers
1_799_33,0,12,Male,Female,1960,Class VI-IX (Incomplete SE),1965,Class V (Complete PE),35,No,0,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Somewhat,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_331,0,0,Male,Female,1985,Class VI-IX (Incomplete SE),1996,Class VI-IX (Incomplete SE),1,No,0,No,No,No,Almost every month,Almost every month,Some months but not every month,Some months but not every month,Almost every month,Only one or two months,Very much,Very much,Increase,Increase,Decrease,Increase,Increase,movers
1_799_334,NA,5,Male,Female,1976,No Schooling,1985,Class I-IV (Incomplete PE),25,No,3,No,No,No,NA,NA,NA,Almost every month,Some months but not every month,Only one or two months,NA,Somewhat,Increase,Increase,Decrease,Decrease,Increase,non_movers
1_799_336,NA,11,Male,Female,1969,Class I-IV (Incomplete PE),1972,Class I-IV (Incomplete PE),2,No,0,No,Yes,No,NA,NA,NA,Some months but not every month,Almost every month,Only one or two months,NA,Somewhat,Increase,Increase,Increase,Decrease,Increase,non_movers
1_799_339,NA,7,Male,Female,1960,No Schooling,1975,Class I-IV (Incomplete PE),215,No,5,No,No,Yes,NA,NA,NA,Never,Only one or two months,Never,NA,Somewhat,Increase,Increase,Decrease,Increase,Decrease,non_movers
1_799_344,7,NA,Male,Female,1940,No Schooling,1950,No Schooling,20,No,1,No,No,NA,Almost every month,Only one or two months,Never,NA,NA,NA,Somewhat,NA,Increase,Increase,Increase,Increase,Decrease,movers
1_799_346,0,4,Male,Female,1980,Class VI-IX (Incomplete SE),1988,Class VI-IX (Incomplete SE),6,No,0,No,Yes,Yes,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,movers
1_799_347,NA,5,Male,Female,1968,No Schooling,1971,No Schooling,3,No,3,No,NA,Yes,NA,NA,NA,Never,Almost every month,Only one or two months,NA,Somewhat,Increase,Increase,Decrease,Increase,Decrease,non_movers
1_799_349,NA,9,Male,Female,1982,Class I-IV (Incomplete PE),1989,No Schooling,24,Yes,0,No,NA,Yes,NA,NA,NA,Never,Some months but not every month,Never,NA,Very much,Increase,Decrease,Increase,Decrease,Increase,movers
1_799_35,6,7,Male,Female,1935,No Schooling,1961,No Schooling,9,No,0,No,Yes,No,Some months but not every month,Almost every month,Only one or two months,Never,Some months but not every month,Never,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,movers
1_799_352,1,2,Male,Female,1988,Class I-IV (Incomplete PE),1994,No Schooling,5,No,0,No,No,No,Some months but not every month,Only one or two months,Only one or two months,Almost every month,Never,Only one or two months,Not at all,Very much,Increase,Increase,Increase,Increase,Increase,movers
1_799_355,9,5,Male,Female,1957,Class I-IV (Incomplete PE),1968,No Schooling,7,No,0,No,Yes,No,Never,Never,Never,Some months but not every month,Never,Never,Not at all,Somewhat,Increase,Increase,No Change,Decrease,Increase,non_movers
1_799_357,0,NA,Male,Female,1980,Class I-IV (Incomplete PE),1983,Class VI-IX (Incomplete SE),3,No,0,No,No,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Very much,NA,No Change,Increase,Decrease,Increase,Decrease,non_movers
1_799_365,2,3,Male,Female,1980,No Schooling,1985,No Schooling,15,No,1,Yes,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,NA,Somewhat,Increase,Increase,Decrease,Increase,Increase,non_movers
1_799_366,0,NA,Female,NA,1962,No Schooling,NA,NA,10,Yes,3,No,No,NA,Some months but not every month,Never,Never,NA,NA,NA,Very much,NA,Increase,Decrease,Increase,Decrease,Decrease,non_movers
1_799_368,7,3,Male,Female,1965,No Schooling,1980,No Schooling,10,No,1,No,Yes,No,Some months but not every month,Some months but not every month,Only one or two months,Some months but not every month,Some months but not every month,Only one or two months,Very much,Very much,Increase,Decrease,Increase,Increase,Increase,non_movers
1_799_370,8,9,Male,Female,1950,No Schooling,1962,No Schooling,9,NA,0,No,No,No,Never,Some months but not every month,Never,Never,Some months but not every month,Never,Very much,Very much,Decrease,Increase,Increase,Decrease,Decrease,non_movers
1_799_373,0,1,Male,Female,1968,Class I-IV (Incomplete PE),1980,Class I-IV (Incomplete PE),9,No,0,No,Yes,No,Never,Some months but not every month,Never,Never,Some months but not every month,Never,Very much,Very much,Increase,Decrease,Increase,Decrease,Increase,non_movers
1_799_375,7,14,Male,Female,1962,Class I-IV (Incomplete PE),1980,Class I-IV (Incomplete PE),2,No,0,No,No,No,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_378,0,3,Male,Female,1982,Class VI-IX (Incomplete SE),1985,Class V (Complete PE),9,No,2,No,Yes,No,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,Decrease,Increase,Increase,Increase,Increase,non_movers
1_799_38,3,4,Male,Female,1951,Class VI-IX (Incomplete SE),1962,No Schooling,5,No,2,No,No,No,Only one or two months,Some months but not every month,Almost every month,Some months but not every month,Some months but not every month,Only one or two months,Very much,Very much,Increase,Decrease,Decrease,Decrease,Decrease,movers
1_799_381,NA,NA,Male,NA,1991,Class I-IV (Incomplete PE),NA,NA,6,No,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Increase,No Change,Increase,Increase,Increase,non_movers
1_799_383,3,4,Male,Female,1966,Class V (Complete PE),1970,No Schooling,2,No,2,No,No,No,Only one or two months,Some months but not every month,Only one or two months,Some months but not every month,Almost every month,Never,Very much,Somewhat,Decrease,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_386,1,3,Male,Female,1984,Class I-IV (Incomplete PE),1985,Class VI-IX (Incomplete SE),7,No,1,No,No,No,Almost every month,Only one or two months,Some months but not every month,Never,Some months but not every month,Never,Somewhat,Somewhat,Decrease,Increase,Increase,Increase,Decrease,movers
1_799_388,4,4,Male,Female,1969,Class VI-IX (Incomplete SE),1982,Class VI-IX (Incomplete SE),14,No,3,No,No,No,Only one or two months,Almost every month,Almost every month,Never,Almost every month,Some months but not every month,NA,Very much,Decrease,Increase,Decrease,Increase,Increase,movers
1_799_392,4,8,Male,Female,1984,Class V (Complete PE),1991,Class V (Complete PE),72,No,0,No,Yes,No,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Never,NA,Very much,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_394,3,2,Male,Female,1980,No Schooling,1997,Class VI-IX (Incomplete SE),24,No,0,No,No,No,Never,Some months but not every month,Never,Never,Some months but not every month,Never,Very much,Very much,Increase,Increase,Decrease,Increase,Increase,non_movers
1_799_396,3,4,Male,Female,1952,No Schooling,1956,No Schooling,25,No,0,No,Yes,Yes,Some months but not every month,Some months but not every month,Only one or two months,Only one or two months,Almost every month,Some months but not every month,Very much,Very much,Increase,Increase,Decrease,Decrease,Increase,non_movers
1_799_399,3,3,Male,Female,1980,Class I-IV (Incomplete PE),1986,Class VI-IX (Incomplete SE),24,No,0,No,No,No,Almost every month,Some months but not every month,Some months but not every month,Almost every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_4,12,NA,Female,Male,1964,Class I-IV (Incomplete PE),1958,Class VI-IX (Incomplete SE),4,No,30,No,Yes,NA,Some months but not every month,Some months but not every month,Never,NA,NA,NA,Very much,NA,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_401,4,3,Male,Female,1967,No Schooling,1983,No Schooling,17,No,3,No,No,No,Never,Never,Never,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Increase,No Change,Increase,movers
1_799_404,5,6,Male,Female,1977,No Schooling,1987,Class I-IV (Incomplete PE),1,No,0,No,Yes,Yes,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_405,0,0,Male,Female,1987,Class I-IV (Incomplete PE),1990,Class VI-IX (Incomplete SE),10,No,0,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,Increase,Increase,Increase,Increase,Increase,movers
1_799_406,8,6,Male,Female,1957,No Schooling,1967,No Schooling,25,Yes,0,No,Yes,Yes,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Increase,No Change,Increase,Decrease,non_movers
1_799_409,1,NA,Female,Male,1985,Class I-IV (Incomplete PE),1983,Class I-IV (Incomplete PE),5,No,1,No,No,No,Only one or two months,Some months but not every month,Some months but not every month,NA,NA,NA,Somewhat,NA,No Change,Decrease,Increase,Increase,Increase,non_movers
1_799_41,2,5,Male,Female,1960,No Schooling,1970,No Schooling,8,No,0,No,Yes,No,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Never,Very much,Very much,Increase,Decrease,Increase,Increase,Increase,non_movers
1_799_412,8,0,Male,Female,1970,Class I-IV (Incomplete PE),1986,No Schooling,6,No,0,No,Yes,No,Never,Some months but not every month,Some months but not every month,Never,Never,Never,Very much,Very much,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_415,3,12,Male,Female,1985,Class I-IV (Incomplete PE),1988,Class I-IV (Incomplete PE),6,Yes,2,Yes,No,Yes,Never,Some months but not every month,Never,Never,Some months but not every month,Never,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_417,1,0,Female,Female,1970,Class VI-IX (Incomplete SE),1980,Class VI-IX (Incomplete SE),8,No,6,No,No,No,Some months but not every month,Almost every month,Almost every month,Almost every month,Only one or two months,Almost every month,Very much,Very much,Decrease,Decrease,Increase,Decrease,Increase,non_movers
1_799_419,2,2,Male,Female,1980,Class V (Complete PE),1985,Class I-IV (Incomplete PE),8,No,3,No,No,No,Never,Some months but not every month,Only one or two months,Some months but not every month,Almost every month,Some months but not every month,Very much,Very much,Increase,Increase,Increase,Increase,Decrease,non_movers
1_799_422,4,0,Male,Female,1937,No Schooling,1947,No Schooling,48,No,2,No,No,No,Almost every month,Almost every month,Only one or two months,Never,Never,Only one or two months,Somewhat,Somewhat,Decrease,Increase,Decrease,Increase,Decrease,non_movers
1_799_427,NA,2,Male,Female,1980,SSC (Complete SE),1986,No Schooling,30,No,1,No,No,No,NA,NA,NA,Almost every month,Almost every month,Some months but not every month,NA,Somewhat,Increase,Increase,Decrease,Increase,Increase,non_movers
1_799_428,1,4,Male,Female,1990,No Schooling,1992,Class I-IV (Incomplete PE),0,No,3,No,No,No,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,No Change,Increase,Decrease,Decrease,Increase,non_movers
1_799_43,4,2,Male,Female,1966,No Schooling,1976,No Schooling,10,No,0,No,No,Yes,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Increase,Decrease,Decrease,Increase,non_movers
